SBL,LATITUDE,LONGITUDE,DEED YEAR,SALE PRICE,ADDRESS,PROPERTY CLASS,PROP CLASS DESCRIPTION
1004800004028000,42.9096829781,-78.8607372726,2018,20000,150 RILEY,220,TWO FAMILY DWELLING
1003600005024000,42.9152150275,-78.8398968361,2018,30000,83 INTER PARK,220,TWO FAMILY DWELLING
1004200006016000,42.9113184776,-78.8496687131,2017,77000,432 UTICA EAST,411,APARTMENT
1004800006001000,42.9110045185,-78.8656147432,2007,495000,1373 MAIN,482,DOWNTOWN ROW TYPE (DETACHED)
1003000002008000,42.9171850476,-78.8707035464,2008,365000,50 CLEVELAND AVE,210,ONE FAMILY DWELLING
1004500001006000,42.911187566,-78.8805854936,2002,38500,232 NORWOOD,210,ONE FAMILY DWELLING
1003700006007000,42.9121153296,-78.8790017492,2009,200000,266 ASHLAND,210,ONE FAMILY DWELLING
1003800005039000,42.9125168198,-78.8749142257,2016,455000,188 ANDERSON,210,ONE FAMILY DWELLING
1003000001057000,42.9165410678,-78.8762563707,2015,176500,666 FERRY WEST,210,ONE FAMILY DWELLING
1007800002006000,42.8984123972,-78.8737765402,1997,100000,523 DELAWARE,331,COM VAC W/IMP
1002900006023000,42.9145809379,-78.881531944,2013,350000,449 RICHMOND,411,APARTMENT
1007500004028000,42.9014269115,-78.8438206661,1996,17000,338 GUILFORD,311,RESIDENTIAL VACANT LAND
1004300001014000,42.9135992258,-78.8464603518,2018,115000,495 WOODLAWN,220,TWO FAMILY DWELLING
1004200002011000,42.913632975,-78.8517996297,2011,31000,353 WOODLAWN,220,TWO FAMILY DWELLING
1011600001008000,42.9060325504,-78.8001764539,2000,90000,201 BAKOS BLVD,210,ONE FAMILY DWELLING
1003800004012000,42.9119615929,-78.8751022226,1996,110000,183 ANDERSON,220,TWO FAMILY DWELLING
1002200002009000,42.9192272952,-78.8754168397,2019,325000,194 LANCASTER,210,ONE FAMILY DWELLING
1005400003009000205,42.9071445614,-78.8708484589,2015,150000,849 DELAWARE,411,APARTMENT
1002200002088100,42.9191664062,-78.876738525,2003,628000,807 ELMWOOD,454,LARGE RETAIL FOOD STORES
1002100002034000,42.9196727274,-78.8799349233,2005,142500,537 NORWOOD,220,TWO FAMILY DWELLING
1004000001005000,42.9142064919,-78.8639134103,2018,147500,26 WOODLAWN,210,ONE FAMILY DWELLING
1003700002016000,42.9134102513,-78.8791214584,1997,72000,245 LEXINGTON,210,ONE FAMILY DWELLING
1005300001027000,42.9083875438,-78.8806381987,2018,440000,128 NORWOOD,210,ONE FAMILY DWELLING
1007400003070000,42.9024253237,-78.851096299,2019,29400,83 PERSHING,220,TWO FAMILY DWELLING
1012300002005000,42.9191232712,-78.8231276419,2014,19000,978 NORTHLAND,210,ONE FAMILY DWELLING
1006100005004000,42.9040264689,-78.881569389,2014,350000,55 RICHMOND,210,ONE FAMILY DWELLING
1002600003042000,42.9179836512,-78.8497326454,2017,51000,64 HAMLIN,210,ONE FAMILY DWELLING
1003500001022000,42.9166930709,-78.84506838,1993,32000,235 BRUNSWICK,220,TWO FAMILY DWELLING
1007600006041000,42.9013027438,-78.8397308612,1996,34000,1026 FILLMORE,210,ONE FAMILY DWELLING
100300000201100033B,42.9162466683,-78.8720610362,2019,130000,770 FERRY WEST,411,APARTMENT
1006400001026100,42.9060378262,-78.8632420981,2016,43500,118 DODGE,210,ONE FAMILY DWELLING
1005000002004000,42.9107793089,-78.8485139539,2012,15000,463 UTICA EAST,220,TWO FAMILY DWELLING
1007700003005000,42.8996957666,-78.8793547965,2019,225000,249 ALLEN,484,ONE STORY SMALL STRUCTURE
1004300001027000,42.913586271,-78.8451141464,2002,11000,531 WOODLAWN,220,TWO FAMILY DWELLING
1005200001004000,42.912119233,-78.8381894398,2017,18000,727 GLENWOOD,210,ONE FAMILY DWELLING
1003800002035000,42.9134638207,-78.8767417475,2006,2005000,597 ELMWOOD,411,APARTMENT
100390000103200013A,42.913630992,-78.870318168,2014,294000,1088 DELAWARE,411,APARTMENT
10039000010320005H,42.913630992,-78.870318168,2019,280000,1088 DELAWARE,411,APARTMENT
1002400001050000,42.9195009135,-78.8650391619,2014,125000,629 LINWOOD AVE,220,TWO FAMILY DWELLING
1007800008004000,42.9004370143,-78.8723725672,2003,120000,520 FRANKLIN,482,DOWNTOWN ROW TYPE (DETACHED)
1006700003042000,42.9054263724,-78.8467092329,2018,71000,59 NORWAY,210,ONE FAMILY DWELLING
10039000010320009J,42.913630992,-78.870318168,2015,310000,1088 DELAWARE,411,APARTMENT
1004600002002121,42.9094240697,-78.8767829968,2018,299453,451 ELMWOOD,421,RESTAURANTS
100300000201100023B,42.9162466683,-78.8720610362,2011,105520,770 FERRY WEST,411,APARTMENT
1007100002016000,42.9034880254,-78.8673431141,2011,110000,30 ST PAUL,330,COMMERCIAL VACANT LAND
1007000003009000,42.9008363502,-78.8709464406,2008,60000,146 PEARL NORTH,210,ONE FAMILY DWELLING
1007000001005000,42.9024934865,-78.8749941796,2017,359000,3 MAYFAIR,210,ONE FAMILY DWELLING
10030000040010007DD,42.9160799881,-78.871073686,2017,153500,800 FERRY WEST,411,APARTMENT
1002300003022000,42.9177309059,-78.8704249759,1998,70080,45 CLEVELAND AVE,210,ONE FAMILY DWELLING
1006900004006000,42.9004863116,-78.8778499314,2016,289900,131 MARINER,210,ONE FAMILY DWELLING
1002600004013000,42.9175334723,-78.8504180129,2009,45000,45 HAMLIN,210,ONE FAMILY DWELLING
1007800005018000,42.897630948,-78.8713561163,2018,452425,29 PEARL NORTH,411,APARTMENT
1008400003007000,42.8981505525,-78.8397237092,2013,31000,914 FILLMORE,220,TWO FAMILY DWELLING
1006900002005000,42.90036612,-78.88011186,1998,79950,33 WADSWORTH,210,ONE FAMILY DWELLING
1006600002007000,42.9054057017,-78.8493135512,1999,16000,491 DODGE,220,TWO FAMILY DWELLING
1007500001007000,42.9034967135,-78.8474845472,2012,40000,557 BEST,482,DOWNTOWN ROW TYPE (DETACHED)
1012500002003000,42.9194439883,-78.8133488992,2002,50000,2377 BAILEY,431,AUTO DEALERS
1005100001034000,42.9106790032,-78.8440638706,2019,29000,885 HUMBOLDT,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1007600001030000,42.9014276419,-78.842324103,2009,115000,940 GENESEE,331,COM VAC W/IMP
1005400002032000,42.9076019034,-78.8742137437,2016,210000,101 OAKLAND,210,ONE FAMILY DWELLING
1008400003022000,42.8995459014,-78.839726906,2018,23000,962 FILLMORE,210,ONE FAMILY DWELLING
1005800005008000,42.9071723724,-78.8503754967,2016,15000,445 NORTHAMPTON,220,TWO FAMILY DWELLING
1004600001046000,42.910230525,-78.8746834749,2011,188771,101 HODGE,411,APARTMENT
1004300001019000,42.9135949779,-78.8460112708,1998,37000,507 WOODLAWN,311,RESIDENTIAL VACANT LAND
1003400003011000,42.9159907703,-78.8507340529,1995,19000,37 BUTLER,220,TWO FAMILY DWELLING
1002300001026000,42.9191775152,-78.8704368027,2010,350000,25 MELBOURNE,210,ONE FAMILY DWELLING
1004900003029000,42.9103687056,-78.8547623097,2018,91000,270 LAUREL,210,ONE FAMILY DWELLING
100390000103200011H,42.913630992,-78.870318168,2004,139900,1088 DELAWARE,411,APARTMENT
1002700002022000,42.9179493949,-78.8460049451,2015,103000,164 HAMLIN,210,ONE FAMILY DWELLING
1005300001036000,42.9074614167,-78.8807635284,2015,150000,96 NORWOOD,411,APARTMENT
1005500004012000B5,42.9071340575,-78.8702064272,2002,148000,170 LINWOOD AVE,411,APARTMENT
1004200002048100,42.9133355356,-78.8506411344,2004,13000,58 WINSLOW,311,RESIDENTIAL VACANT LAND
1002700003006000,42.917506904,-78.8471610139,2018,81000,133 HAMLIN,210,ONE FAMILY DWELLING
1005400001024000,42.9068020537,-78.8755276939,2019,825000,72 OAKLAND,210,ONE FAMILY DWELLING
100390000103200015D,42.913630992,-78.870318168,2012,121000,1088 DELAWARE,411,APARTMENT
1004300001003000,42.9136074414,-78.8476935026,2000,15000,461 WOODLAWN,220,TWO FAMILY DWELLING
1003400003050000,42.9157017418,-78.8507385082,2015,20000,38 GOULDING,220,TWO FAMILY DWELLING
1004500002046000,42.9103672293,-78.8798593293,2016,400000,201 NORWOOD,411,APARTMENT
1002500001027110,42.9169188833,-78.8588002757,2013,76500,162 CHESTER,210,ONE FAMILY DWELLING
1003900002022000,42.9122111817,-78.8671827609,2017,450000,367 LINWOOD AVE,482,DOWNTOWN ROW TYPE (DETACHED)
1004900002051000,42.9119264297,-78.8552170646,2015,54000,24 WELKER,210,ONE FAMILY DWELLING
1003100002017000,42.9160963902,-78.865592329,1996,25000,26 OXFORD,210,ONE FAMILY DWELLING
1003700008011000,42.912485596,-78.8805156953,2013,275000,38 ANDERSON,411,APARTMENT
1003100003003000,42.9151224382,-78.8679134467,1999,165000,879 FERRY WEST,210,ONE FAMILY DWELLING
1012100002009000,42.9196031901,-78.8342713499,1993,26000,19 SCHAUF,220,TWO FAMILY DWELLING
1008200001022120,42.8995316467,-78.8529213587,2008,82000,24 CAYUGA,210,ONE FAMILY DWELLING
1003800002077000,42.9138095035,-78.8713767866,2016,525000,46 HIGHLAND,210,ONE FAMILY DWELLING
10030000020110004B,42.9162466683,-78.8720610362,2019,160000,770 FERRY WEST,411,APARTMENT
1003700002017000,42.9134549846,-78.8792314417,2015,18000,247 LEXINGTON,210,ONE FAMILY DWELLING
1004500002044000,42.9101712918,-78.8798579771,2017,271312,193 NORWOOD,230,THREE FAMILY DWELLING
1002500006016100,42.9172708619,-78.8551226201,2003,82002,90 ALEXANDER,210,ONE FAMILY DWELLING
1005300002029000,42.9086405497,-78.8790845456,2015,147000,328 BRYANT,220,TWO FAMILY DWELLING
1003800004005000,42.9119655098,-78.87602008,2017,339900,159 ANDERSON,220,TWO FAMILY DWELLING
1005400002022000105,42.9085546116,-78.8716766801,2018,269900,900 DELAWARE,411,APARTMENT
1004400004069000,42.9127233988,-78.8427681177,2015,169846,822 HUMBOLDT,210,ONE FAMILY DWELLING
1005600006013000,42.9073660354,-78.8630425,2013,28000,107 NORTHAMPTON,220,TWO FAMILY DWELLING
1007700008023000,42.8986314394,-78.8773719321,2004,81500,62 ELMWOOD,220,TWO FAMILY DWELLING
1003600002040000,42.9178519163,-78.8415799296,2004,16500,53 LARK,220,TWO FAMILY DWELLING
1006900006013000,42.9031668469,-78.8811547696,2012,182500,25 RICHMOND,210,ONE FAMILY DWELLING
1004500003001000,42.9110797013,-78.8785041352,2016,380000,322 UTICA WEST,210,ONE FAMILY DWELLING
1002600002003000,42.9190630011,-78.8517432693,2017,49000,223 NORTHLAND,210,ONE FAMILY DWELLING
1005200005003000,42.9106948376,-78.8422516851,2003,40000,629 UTICA EAST,311,RESIDENTIAL VACANT LAND
1007000001007000,42.9026349606,-78.8749914314,2017,355000,7 MAYFAIR,210,ONE FAMILY DWELLING
1005500001011100,42.9079945639,-78.8685400005,2019,425000,211 LINWOOD AVE,411,APARTMENT
1007800009008000,42.9002500816,-78.8747789904,2001,160000,29 IRVING,220,TWO FAMILY DWELLING
1002400001037000,42.9182008876,-78.8654785549,2005,110000,583 LINWOOD AVE,220,TWO FAMILY DWELLING
1002100005022000,42.9172052867,-78.8792861935,2008,106000,596 BRECKENRIDGE,220,TWO FAMILY DWELLING
1003300001007000,42.9163025214,-78.858801605,2015,84000,140 CHESTER,210,ONE FAMILY DWELLING
1012200004042000,42.9176083022,-78.8250775137,2017,25000,111 STEVENS,220,TWO FAMILY DWELLING
1005600001021000,42.9080544648,-78.8640487637,2013,25200,14 HOLLAND,311,RESIDENTIAL VACANT LAND
1002900003010000,42.9165987197,-78.8774563528,2016,575000,716 ELMWOOD,421,RESTAURANTS
1012300002020000,42.9176734793,-78.8229616659,1992,29500,110 CAMBRIDGE,210,ONE FAMILY DWELLING
10039000010320003B,42.913630992,-78.870318168,2019,150000,1088 DELAWARE,411,APARTMENT
100390000103200016H,42.913630992,-78.870318168,2015,295000,1088 DELAWARE,411,APARTMENT
1004500003023000,42.9101943522,-78.8784913825,2013,212000,203 HODGE,411,APARTMENT
1005400001028200,42.9069886791,-78.875897828,2018,375000,82 OAKLAND,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1007800005012000,42.8979962272,-78.8707944929,2015,480000,884 MAIN,424,NIGHT CLUBS
1006900005001200,42.9020226792,-78.8768957538,2002,65000,208 NORTH ST,210,ONE FAMILY DWELLING
1007400004018000,42.9010578444,-78.8487087243,2002,29400,360 JOHNSON ST,311,RESIDENTIAL VACANT LAND
1003700009010000,42.9116735742,-78.8806518205,2016,367500,248 NORWOOD,220,TWO FAMILY DWELLING
1005800003038000,42.9069689081,-78.8488238604,2016,19000,113 ROEHRER,220,TWO FAMILY DWELLING
1005900002026000,42.9064334672,-78.847774798,2016,34000,95 WOHLERS,220,TWO FAMILY DWELLING
1007800005022000,42.8979560678,-78.8712391728,2012,135000,45 PEARL NORTH,220,TWO FAMILY DWELLING
1003800002038100,42.913954438,-78.8767321259,2017,400000,619 ELMWOOD,411,APARTMENT
1006100001007000,42.9059284721,-78.8823708661,2015,294500,128 RICHMOND,220,TWO FAMILY DWELLING
1002100005040000,42.9184840341,-78.8799617797,2002,149000,497 NORWOOD,230,THREE FAMILY DWELLING
1002600002059000,42.9187562528,-78.8518771132,2005,59900,6 DONALDSON,210,ONE FAMILY DWELLING
1002200003026000,42.9183205219,-78.8743837475,2015,300000,707 AUBURN,210,ONE FAMILY DWELLING
1003800001006000,42.9144059166,-78.8759617529,2012,384000,167 HIGHLAND,210,ONE FAMILY DWELLING
1007000003005000,42.9016195441,-78.8706730444,2019,515000,176 PEARL NORTH,220,TWO FAMILY DWELLING
1006000006065000,42.9081772385,-78.8428008383,2007,70000,988 HUMBOLDT,210,ONE FAMILY DWELLING
1003900002012000,42.9120214079,-78.866315203,1994,63000,1408 MAIN,331,COM VAC W/IMP
1011600001025000,42.905299055,-78.7999294165,1997,157190,40 MCCARTHY,210,ONE FAMILY DWELLING
100300000201100029B,42.9162466683,-78.8720610362,2016,175000,770 FERRY WEST,411,APARTMENT
1007000001012000,42.9030882522,-78.8749840268,2011,364900,17 MAYFAIR,210,ONE FAMILY DWELLING
1004300004014000,42.9115611006,-78.845578005,2018,35000,16 PORTAGE,281,MULTIPLE RESIDENCES
10030000040010002CC,42.9160799881,-78.871073686,2016,235000,800 FERRY WEST,411,APARTMENT
1003900001032000270,42.913630992,-78.870318168,2000,107500,1088 DELAWARE,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1007800004008000,42.8988878884,-78.8716241906,2017,407400,74 PEARL NORTH,411,APARTMENT
1005600004045100,42.9083118794,-78.8621826189,1996,73700,1283 MICHIGAN,210,ONE FAMILY DWELLING
1007800010013000,42.8996815424,-78.8756859272,2001,72500,151 ALLEN,411,APARTMENT
1003700007024000,42.9125332765,-78.8796690914,2016,270000,60 ANDERSON,220,TWO FAMILY DWELLING
100390000103200012A,42.913630992,-78.870318168,2019,320000,1088 DELAWARE,411,APARTMENT
1003800002002000,42.91342723,-78.8710052069,2004,65000,27 LEXINGTON,210,ONE FAMILY DWELLING
1004600001018000,42.9110065852,-78.8730963302,2014,505000,180 UTICA WEST,230,THREE FAMILY DWELLING
1002600001029000,42.9172710338,-78.8526513256,2019,31000,32 BRUNSWICK,220,TWO FAMILY DWELLING
1003800005052000,42.9124982655,-78.8767439005,2010,375000,567 ELMWOOD,482,DOWNTOWN ROW TYPE (DETACHED)
1011600001013000,42.905582244,-78.7999301383,2004,138000,198 BAKOS BLVD,210,ONE FAMILY DWELLING
1003600004040000,42.9157141701,-78.8405923853,2016,25000,66 INTER PARK,210,ONE FAMILY DWELLING
100390000103200012H,42.913630992,-78.870318168,2019,300000,1088 DELAWARE,411,APARTMENT
1005600006001000,42.9073657762,-78.8647226175,2007,50000,61 NORTHAMPTON,210,ONE FAMILY DWELLING
1005600002016000,42.9085181891,-78.8628460338,2003,15000,1292 MICHIGAN,311,RESIDENTIAL VACANT LAND
1003900001032000206,42.913630992,-78.870318168,2009,200000,1088 DELAWARE,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1003400003001120,42.9160037357,-78.8519839983,2019,53000,5 BUTLER,210,ONE FAMILY DWELLING
1003100002012000,42.9166258589,-78.8654509505,2019,275000,46 OXFORD,411,APARTMENT
1003400004001000,42.9152663348,-78.852053042,2019,85000,1 GOULDING,220,TWO FAMILY DWELLING
1002700002031000,42.917963014,-78.8472935788,2004,35000,130 HAMLIN,210,ONE FAMILY DWELLING
1007000003010000,42.9007630584,-78.8709699188,2017,75000,142 PEARL NORTH,210,ONE FAMILY DWELLING
1012300002037000,42.9175633709,-78.8234016302,2012,43000,109 WYOMING,311,RESIDENTIAL VACANT LAND
1003800005014000,42.9128951797,-78.8746021666,2009,325000,124 LEXINGTON,210,ONE FAMILY DWELLING
1007700010048000,42.8981515637,-78.8816187924,2016,229900,109 COTTAGE,210,ONE FAMILY DWELLING
1003300003009000,42.9160648125,-78.8569924573,2018,20000,214 PURDY,210,ONE FAMILY DWELLING
1008100010038000,42.8996661419,-78.857808573,1997,28900,185 ORANGE,210,ONE FAMILY DWELLING
1002900005021000,42.9143372147,-78.8796772332,2005,117000,267 HIGHLAND,210,ONE FAMILY DWELLING
1003700007008000,42.912917157,-78.8793073354,2000,100000,252 LEXINGTON,210,ONE FAMILY DWELLING
1004200010007000,42.9116923158,-78.8532602739,2016,14000,18 DUPONT,210,ONE FAMILY DWELLING
1005600001017000,42.9084157628,-78.8640282425,1999,17882,26 HOLLAND,311,RESIDENTIAL VACANT LAND
1008000007018000,42.8987083194,-78.862977069,1992,20000,168 CARLTON,311,RESIDENTIAL VACANT LAND
1003200001036100,42.9163437912,-78.8647669581,2016,255000,37 OXFORD,210,ONE FAMILY DWELLING
1003800005023000,42.9126088506,-78.8730653263,2006,120000,48 ATLANTIC,220,TWO FAMILY DWELLING
1008400002070000,42.8978189073,-78.8403355214,2018,15000,458 WILSON,311,RESIDENTIAL VACANT LAND
1005400001013000,42.907976123,-78.8757675704,2011,707500,116 OAKLAND,210,ONE FAMILY DWELLING
1004900004025000,42.9099076941,-78.8563649976,2010,41700,227 LAUREL,210,ONE FAMILY DWELLING
1004300001006000,42.9136056426,-78.847352354,2018,52000,469 WOODLAWN,220,TWO FAMILY DWELLING
1007300002019000,42.902511193,-78.8555211769,2017,126666,250 GRAPE,220,TWO FAMILY DWELLING
1005300003011000,42.907675454,-78.8780762308,2013,196500,103 ASHLAND,210,ONE FAMILY DWELLING
1002200001074000,42.9201237378,-78.8717520651,2009,385000,717 LAFAYETTE AVE,210,ONE FAMILY DWELLING
1002900006004000,42.9151925715,-78.8810467557,2003,125900,533 FERRY WEST,210,ONE FAMILY DWELLING
1003800001002000,42.9143552956,-78.8765067972,2004,126000,183 HIGHLAND,220,TWO FAMILY DWELLING
1003200001024100,42.9162745954,-78.8641375961,2009,183191,1572 MAIN,484,ONE STORY SMALL STRUCTURE
1003100002034000,42.9160983759,-78.8661142803,2005,145000,497 LINWOOD AVE,220,TWO FAMILY DWELLING
100390000103200017A,42.913630992,-78.870318168,2019,405000,1088 DELAWARE,411,APARTMENT
1005000004024000,42.9089312315,-78.8488020563,1995,18727,187 ROEHRER,311,RESIDENTIAL VACANT LAND
1003000001033000,42.91595138,-78.8749611436,2018,1200000,690 FERRY WEST,210,ONE FAMILY DWELLING
1004400005050000,42.9132612297,-78.841777058,2018,40000,298 WINSLOW,220,TWO FAMILY DWELLING
1004900004050000,42.9096005865,-78.8550534636,2019,20000,302 RILEY,220,TWO FAMILY DWELLING
1006600001026000,42.9040539937,-78.8509175711,1995,35000,466 BEST,220,TWO FAMILY DWELLING
1007000001026000,42.9029294257,-78.8757574012,2000,3725000,175 NORTH ST,411,APARTMENT
1012300003002000,42.9191209859,-78.8223596735,2006,24250,998 NORTHLAND,220,TWO FAMILY DWELLING
1003600002026000,42.9165513053,-78.8417221794,1996,62000,36 SIDNEY,311,RESIDENTIAL VACANT LAND
1006300002036000,42.9066801577,-78.867132776,2006,50000,1217 MAIN,330,COMMERCIAL VACANT LAND
1003700009015000,42.9115978337,-78.8810948957,2007,103000,401 UTICA WEST,210,ONE FAMILY DWELLING
1003800004037000,42.9115929955,-78.8736705228,2017,150000,197 UTICA WEST,331,COM VAC W/IMP
1007600006034000,42.9007117962,-78.8397287562,2014,18000,1000 FILLMORE,210,ONE FAMILY DWELLING
1006900003004000,42.9001592053,-78.8787949901,2008,132000,117 COLLEGE,220,TWO FAMILY DWELLING
1007400003075000,42.9028533661,-78.8510991132,2019,245000,95 PERSHING,220,TWO FAMILY DWELLING
1006100001005200,42.9061935011,-78.8821776986,2015,215000,138 RICHMOND,220,TWO FAMILY DWELLING
1003700002007000,42.913987978,-78.878947223,2015,337000,334 ASHLAND,210,ONE FAMILY DWELLING
100300000201100019A,42.9162466683,-78.8720610362,2011,185900,770 FERRY WEST,411,APARTMENT
1002900002011000,42.9166518323,-78.8790098832,2013,189990,432 ASHLAND,220,TWO FAMILY DWELLING
1003900001032000245,42.913630992,-78.870318168,1997,107500,1088 DELAWARE,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1005200004057000,42.9094384076,-78.8427854898,2016,40000,942 HUMBOLDT,210,ONE FAMILY DWELLING
1005400003009000101,42.9071445614,-78.8708484589,2015,237000,849 DELAWARE,411,APARTMENT
1006900003016000,42.9012867662,-78.8787674961,2011,249000,159 COLLEGE,411,APARTMENT
1002400002019100,42.918802493,-78.8630907693,2016,1000000,64 HARVARD,331,COM VAC W/IMP
1006200003002000,42.9054024517,-78.8704477691,2010,312500,116 LINWOOD AVE,482,DOWNTOWN ROW TYPE (DETACHED)
1006900003034000,42.9007513377,-78.8784033967,2013,285000,142 MARINER,281,MULTIPLE RESIDENCES
1003400002035000,42.916429261,-78.8488896066,2018,78000,86 BUTLER,220,TWO FAMILY DWELLING
1003500004064000,42.9141162218,-78.8478389055,2016,15000,458 WOODLAWN,220,TWO FAMILY DWELLING
1007500004043000,42.9011624848,-78.8443406964,2004,15500,329 HERMAN,210,ONE FAMILY DWELLING
1002900003003200,42.9167436279,-78.8781734928,2018,301000,621 BRECKENRIDGE,210,ONE FAMILY DWELLING
1005300001019000004,42.9087266779,-78.8815031685,2016,200000,233 RICHMOND,411,APARTMENT
1004000005001000,42.9136830328,-78.8646177507,2006,66000,1471 MAIN,482,DOWNTOWN ROW TYPE (DETACHED)
1005300003032000,42.907552676,-78.8776340781,1995,109588,388 ELMWOOD,411,APARTMENT
1004900004003000,42.9099382025,-78.8588292316,2019,125500,159 LAUREL,220,TWO FAMILY DWELLING
1003400004046000,42.9149597226,-78.8503466128,2018,45000,378 FERRY EAST,220,TWO FAMILY DWELLING
1006400003022000,42.905301377,-78.8600690342,2018,20200,112 MASTEN,210,ONE FAMILY DWELLING
1002100001006000,42.919916488,-78.8806921426,2013,350000,29 COLONIAL,411,APARTMENT
